ct,n,h,td,d_ref
HEAT_HIGH_T,GERMANY,10,10,23.65296803652969
HEAT_HIGH_T,GERMANY,10,11,23.65296803652969
HEAT_HIGH_T,GERMANY,10,12,23.65296803652969
HEAT_HIGH_T,GERMANY,11,1,23.65296803652969
HEAT_HIGH_T,GERMANY,11,2,23.65296803652969
HEAT_HIGH_T,GERMANY,11,3,23.65296803652969
HEAT_HIGH_T,GERMANY,11,4,23.65296803652969
HEAT_HIGH_T,GERMANY,11,5,23.65296803652969
HEAT_HIGH_T,GERMANY,11,6,23.65296803652969
HEAT_HIGH_T,GERMANY,11,7,23.65296803652969
HEAT_HIGH_T,GERMANY,11,8,23.65296803652969
HEAT_HIGH_T,GERMANY,11,9,23.65296803652969
HEAT_HIGH_T,GERMANY,11,10,23.65296803652969
HEAT_HIGH_T,GERMANY,11,11,23.65296803652969
HEAT_HIGH_T,GERMANY,11,12,23.65296803652969
HEAT_HIGH_T,GERMANY,12,1,23.65296803652969
HEAT_HIGH_T,GERMANY,12,2,23.65296803652969
HEAT_HIGH_T,GERMANY,12,3,23.65296803652969
HEAT_HIGH_T,GERMANY,12,4,23.65296803652969
HEAT_HIGH_T,GERMANY,12,5,23.65296803652969
HEAT_HIGH_T,GERMANY,12,6,23.65296803652969
HEAT_HIGH_T,GERMANY,12,7,23.65296803652969
HEAT_HIGH_T,GERMANY,12,8,23.65296803652969
HEAT_HIGH_T,GERMANY,12,9,23.65296803652969
HEAT_HIGH_T,GERMANY,12,10,23.65296803652969
HEAT_HIGH_T,GERMANY,12,11,23.65296803652969
HEAT_HIGH_T,GERMANY,12,12,23.65296803652969
HEAT_HIGH_T,GERMANY,13,1,23.65296803652969
HEAT_HIGH_T,GERMANY,13,2,23.65296803652969
HEAT_HIGH_T,GERMANY,13,3,23.65296803652969
HEAT_HIGH_T,GERMANY,13,4,23.65296803652969
HEAT_HIGH_T,GERMANY,13,5,23.65296803652969
HEAT_HIGH_T,GERMANY,13,6,23.65296803652969
HEAT_HIGH_T,GERMANY,13,7,23.65296803652969
HEAT_HIGH_T,GERMANY,13,8,23.65296803652969
HEAT_HIGH_T,GERMANY,13,9,23.65296803652969
HEAT_HIGH_T,GERMANY,13,10,23.65296803652969
HEAT_HIGH_T,GERMANY,13,11,23.65296803652969
HEAT_HIGH_T,GERMANY,13,12,23.65296803652969
HEAT_HIGH_T,GERMANY,14,1,23.65296803652969
HEAT_HIGH_T,GERMANY,14,2,23.65296803652969
HEAT_HIGH_T,GERMANY,14,3,23.65296803652969
HEAT_HIGH_T,GERMANY,14,4,23.65296803652969
HEAT_HIGH_T,GERMANY,14,5,23.65296803652969
HEAT_HIGH_T,GERMANY,14,6,23.65296803652969
HEAT_HIGH_T,GERMANY,14,7,23.65296803652969
HEAT_HIGH_T,GERMANY,14,8,23.65296803652969
HEAT_HIGH_T,GERMANY,14,9,23.65296803652969
HEAT_HIGH_T,GERMANY,14,10,23.65296803652969
HEAT_HIGH_T,GERMANY,14,11,23.65296803652969
HEAT_HIGH_T,GERMANY,14,12,23.65296803652969
HEAT_HIGH_T,GERMANY,15,1,23.65296803652969
HEAT_HIGH_T,GERMANY,15,2,23.65296803652969
HEAT_HIGH_T,GERMANY,15,3,23.65296803652969
HEAT_HIGH_T,GERMANY,15,4,23.65296803652969
HEAT_HIGH_T,GERMANY,15,5,23.65296803652969
HEAT_HIGH_T,GERMANY,15,6,23.65296803652969
HEAT_HIGH_T,GERMANY,15,7,23.65296803652969
HEAT_HIGH_T,GERMANY,15,8,23.65296803652969
HEAT_HIGH_T,GERMANY,15,9,23.65296803652969
HEAT_HIGH_T,GERMANY,15,10,23.65296803652969
HEAT_HIGH_T,GERMANY,15,11,23.65296803652969
HEAT_HIGH_T,GERMANY,15,12,23.65296803652969
HEAT_HIGH_T,GERMANY,16,1,23.65296803652969
HEAT_HIGH_T,GERMANY,16,2,23.65296803652969
HEAT_HIGH_T,GERMANY,16,3,23.65296803652969
HEAT_HIGH_T,GERMANY,16,4,23.65296803652969
HEAT_HIGH_T,GERMANY,16,5,23.65296803652969
HEAT_HIGH_T,GERMANY,16,6,23.65296803652969
HEAT_HIGH_T,GERMANY,16,7,23.65296803652969
HEAT_HIGH_T,GERMANY,16,8,23.65296803652969
HEAT_HIGH_T,GERMANY,16,9,23.65296803652969
HEAT_HIGH_T,GERMANY,16,10,23.65296803652969
HEAT_HIGH_T,GERMANY,16,11,23.65296803652969
HEAT_HIGH_T,GERMANY,16,12,23.65296803652969
HEAT_HIGH_T,GERMANY,17,1,23.65296803652969
HEAT_HIGH_T,GERMANY,17,2,23.65296803652969
HEAT_HIGH_T,GERMANY,17,3,23.65296803652969
HEAT_HIGH_T,GERMANY,17,4,23.65296803652969
HEAT_HIGH_T,GERMANY,17,5,23.65296803652969
HEAT_HIGH_T,GERMANY,17,6,23.65296803652969
HEAT_HIGH_T,GERMANY,17,7,23.65296803652969
HEAT_HIGH_T,GERMANY,17,8,23.65296803652969
HEAT_HIGH_T,GERMANY,17,9,23.65296803652969
HEAT_HIGH_T,GERMANY,17,10,23.65296803652969
HEAT_HIGH_T,GERMANY,17,11,23.65296803652969
HEAT_HIGH_T,GERMANY,17,12,23.65296803652969
HEAT_HIGH_T,GERMANY,18,1,23.65296803652969
HEAT_HIGH_T,GERMANY,18,2,23.65296803652969
HEAT_HIGH_T,GERMANY,18,3,23.65296803652969
HEAT_HIGH_T,GERMANY,18,4,23.65296803652969
HEAT_HIGH_T,GERMANY,18,5,23.65296803652969
HEAT_HIGH_T,GERMANY,18,6,23.65296803652969
HEAT_HIGH_T,GERMANY,18,7,23.65296803652969
HEAT_HIGH_T,GERMANY,18,8,23.65296803652969
HEAT_HIGH_T,GERMANY,18,9,23.65296803652969
HEAT_HIGH_T,GERMANY,18,10,23.65296803652969
HEAT_HIGH_T,GERMANY,18,11,23.65296803652969
HEAT_HIGH_T,GERMANY,18,12,23.65296803652969
HEAT_HIGH_T,GERMANY,19,1,23.65296803652969
HEAT_HIGH_T,GERMANY,19,2,23.65296803652969
HEAT_HIGH_T,GERMANY,19,3,23.65296803652969
HEAT_HIGH_T,GERMANY,19,4,23.65296803652969
HEAT_HIGH_T,GERMANY,19,5,23.65296803652969
HEAT_HIGH_T,GERMANY,19,6,23.65296803652969
HEAT_HIGH_T,GERMANY,19,7,23.65296803652969
HEAT_HIGH_T,GERMANY,19,8,23.65296803652969
HEAT_HIGH_T,GERMANY,19,9,23.65296803652969
HEAT_HIGH_T,GERMANY,19,10,23.65296803652969
HEAT_HIGH_T,GERMANY,19,11,23.65296803652969
HEAT_HIGH_T,GERMANY,19,12,23.65296803652969
HEAT_HIGH_T,GERMANY,20,1,23.65296803652969
HEAT_HIGH_T,GERMANY,20,2,23.65296803652969
HEAT_HIGH_T,GERMANY,20,3,23.65296803652969
HEAT_HIGH_T,GERMANY,20,4,23.65296803652969
HEAT_HIGH_T,GERMANY,20,5,23.65296803652969
HEAT_HIGH_T,GERMANY,20,6,23.65296803652969
HEAT_HIGH_T,GERMANY,20,7,23.65296803652969
HEAT_HIGH_T,GERMANY,20,8,23.65296803652969
HEAT_HIGH_T,GERMANY,20,9,23.65296803652969
HEAT_HIGH_T,GERMANY,20,10,23.65296803652969
HEAT_HIGH_T,GERMANY,20,11,23.65296803652969
HEAT_HIGH_T,GERMANY,20,12,23.65296803652969
HEAT_HIGH_T,GERMANY,21,1,23.65296803652969
HEAT_HIGH_T,GERMANY,21,2,23.65296803652969
HEAT_HIGH_T,GERMANY,21,3,23.65296803652969
HEAT_HIGH_T,GERMANY,21,4,23.65296803652969
HEAT_HIGH_T,GERMANY,21,5,23.65296803652969
HEAT_HIGH_T,GERMANY,21,6,23.65296803652969
HEAT_HIGH_T,GERMANY,21,7,23.65296803652969
HEAT_HIGH_T,GERMANY,21,8,23.65296803652969
HEAT_HIGH_T,GERMANY,21,9,23.65296803652969
HEAT_HIGH_T,GERMANY,21,10,23.65296803652969
HEAT_HIGH_T,GERMANY,21,11,23.65296803652969
HEAT_HIGH_T,GERMANY,21,12,23.65296803652969
HEAT_HIGH_T,GERMANY,22,1,23.65296803652969
HEAT_HIGH_T,GERMANY,22,2,23.65296803652969
HEAT_HIGH_T,GERMANY,22,3,23.65296803652969
HEAT_HIGH_T,GERMANY,22,4,23.65296803652969
HEAT_HIGH_T,GERMANY,22,5,23.65296803652969
HEAT_HIGH_T,GERMANY,22,6,23.65296803652969
HEAT_HIGH_T,GERMANY,22,7,23.65296803652969
HEAT_HIGH_T,GERMANY,22,8,23.65296803652969
HEAT_HIGH_T,GERMANY,22,9,23.65296803652969
HEAT_HIGH_T,GERMANY,22,10,23.65296803652969
HEAT_HIGH_T,GERMANY,22,11,23.65296803652969
HEAT_HIGH_T,GERMANY,22,12,23.65296803652969
HEAT_HIGH_T,GERMANY,23,1,23.65296803652969
HEAT_HIGH_T,GERMANY,23,2,23.65296803652969
HEAT_HIGH_T,GERMANY,23,3,23.65296803652969
HEAT_HIGH_T,GERMANY,23,4,23.65296803652969
HEAT_HIGH_T,GERMANY,23,5,23.65296803652969
HEAT_HIGH_T,GERMANY,23,6,23.65296803652969
HEAT_HIGH_T,GERMANY,23,7,23.65296803652969
HEAT_HIGH_T,GERMANY,23,8,23.65296803652969
HEAT_HIGH_T,GERMANY,23,9,23.65296803652969
HEAT_HIGH_T,GERMANY,23,10,23.65296803652969
HEAT_HIGH_T,GERMANY,23,11,23.65296803652969
HEAT_HIGH_T,GERMANY,23,12,23.65296803652969
HEAT_HIGH_T,GERMANY,24,1,23.65296803652969
HEAT_HIGH_T,GERMANY,24,2,23.65296803652969
HEAT_HIGH_T,GERMANY,24,3,23.65296803652969
HEAT_HIGH_T,GERMANY,24,4,23.65296803652969
HEAT_HIGH_T,GERMANY,24,5,23.65296803652969
HEAT_HIGH_T,GERMANY,24,6,23.65296803652969
HEAT_HIGH_T,GERMANY,24,7,23.65296803652969
HEAT_HIGH_T,GERMANY,24,8,23.65296803652969
HEAT_HIGH_T,GERMANY,24,9,23.65296803652969
HEAT_HIGH_T,GERMANY,24,10,23.65296803652969
HEAT_HIGH_T,GERMANY,24,11,23.65296803652969
HEAT_HIGH_T,GERMANY,24,12,23.65296803652969
HEAT_LOW_T_DECEN,GERMANY,1,1,41.34080377282022
HEAT_LOW_T_DECEN,GERMANY,1,2,50.38253006051623
HEAT_LOW_T_DECEN,GERMANY,1,3,37.7262338489298
HEAT_LOW_T_DECEN,GERMANY,1,4,30.783744544252627
HEAT_LOW_T_DECEN,GERMANY,1,5,16.17746834480194
HEAT_LOW_T_DECEN,GERMANY,1,6,30.69002331132893
HEAT_LOW_T_DECEN,GERMANY,1,7,14.953827912096376
HEAT_LOW_T_DECEN,GERMANY,1,8,15.804980818063255
HEAT_LOW_T_DECEN,GERMANY,1,9,14.94900838666913
HEAT_LOW_T_DECEN,GERMANY,1,10,25.415312244114407
HEAT_LOW_T_DECEN,GERMANY,1,11,38.38309809139108
HEAT_LOW_T_DECEN,GERMANY,1,12,39.34396316849413
HEAT_LOW_T_DECEN,GERMANY,2,1,41.712055523808324
HEAT_LOW_T_DECEN,GERMANY,2,2,50.880992567268656
HEAT_LOW_T_DECEN,GERMANY,2,3,38.046645785539205
HEAT_LOW_T_DECEN,GERMANY,2,4,32.37594273681004
HEAT_LOW_T_DECEN,GERMANY,2,5,16.300996488829544
HEAT_LOW_T_DECEN,GERMANY,2,6,32.272804892666954
HEAT_LOW_T_DECEN,GERMANY,2,7,14.95434693791162
HEAT_LOW_T_DECEN,GERMANY,2,8,15.891064956848396
HEAT_LOW_T_DECEN,GERMANY,2,9,14.94903310218414
HEAT_LOW_T_DECEN,GERMANY,2,10,26.46772358882013
HEAT_LOW_T_DECEN,GERMANY,2,11,39.05849897011102
HEAT_LOW_T_DECEN,GERMANY,2,12,39.68713809442914
HEAT_LOW_T_DECEN,GERMANY,3,1,44.40310551377812
HEAT_LOW_T_DECEN,GERMANY,3,2,54.49398069819835
HEAT_LOW_T_DECEN,GERMANY,3,3,40.36913801565714
HEAT_LOW_T_DECEN,GERMANY,3,4,37.62633373725322
HEAT_LOW_T_DECEN,GERMANY,3,5,16.70840703827951
HEAT_LOW_T_DECEN,GERMANY,3,6,37.49210377522563
HEAT_LOW_T_DECEN,GERMANY,3,7,14.956027592932402
HEAT_LOW_T_DECEN,GERMANY,3,8,16.174947362270768
HEAT_LOW_T_DECEN,GERMANY,3,9,14.949107248729177
HEAT_LOW_T_DECEN,GERMANY,3,10,29.938103198133316
HEAT_LOW_T_DECEN,GERMANY,3,11,41.97799446533233
HEAT_LOW_T_DECEN,GERMANY,3,12,42.174581671733996
HEAT_LOW_T_DECEN,GERMANY,4,1,53.27698873903088
HEAT_LOW_T_DECEN,GERMANY,4,2,66.40799584744367
HEAT_LOW_T_DECEN,GERMANY,4,3,48.02768522124821
HEAT_LOW_T_DECEN,GERMANY,4,4,46.86383161935552
HEAT_LOW_T_DECEN,GERMANY,4,5,17.42515697361372
HEAT_LOW_T_DECEN,GERMANY,4,6,46.67495565363745
HEAT_LOW_T_DECEN,GERMANY,4,7,14.958968739218776
HEAT_LOW_T_DECEN,GERMANY,4,8,16.674423205138662
HEAT_LOW_T_DECEN,GERMANY,4,9,14.949230826304234
HEAT_LOW_T_DECEN,GERMANY,4,10,36.04387345761034
HEAT_LOW_T_DECEN,GERMANY,4,11,50.034807479819094
HEAT_LOW_T_DECEN,GERMANY,4,12,50.37704321618368
HEAT_LOW_T_DECEN,GERMANY,5,1,68.88968070975085
HEAT_LOW_T_DECEN,GERMANY,5,2,87.36949599938269
HEAT_LOW_T_DECEN,GERMANY,5,3,61.502114410746124
HEAT_LOW_T_DECEN,GERMANY,5,4,49.20992716630947
HEAT_LOW_T_DECEN,GERMANY,5,5,17.607186741673598
HEAT_LOW_T_DECEN,GERMANY,5,6,49.00716108115492
HEAT_LOW_T_DECEN,GERMANY,5,7,14.95971020466912
HEAT_LOW_T_DECEN,GERMANY,5,8,16.801263228177806
HEAT_LOW_T_DECEN,GERMANY,5,9,14.949255541819243
HEAT_LOW_T_DECEN,GERMANY,5,10,37.594599015978424
HEAT_LOW_T_DECEN,GERMANY,5,11,62.30507206244053
HEAT_LOW_T_DECEN,GERMANY,5,12,64.80848186244283
HEAT_LOW_T_DECEN,GERMANY,6,1,72.85491436062476
HEAT_LOW_T_DECEN,GERMANY,6,2,92.69319321735006
HEAT_LOW_T_DECEN,GERMANY,6,3,64.92429876578683
HEAT_LOW_T_DECEN,GERMANY,6,4,47.47556533140576
HEAT_LOW_T_DECEN,GERMANY,6,5,17.472610762435846
HEAT_LOW_T_DECEN,GERMANY,6,6,47.283056184981
HEAT_LOW_T_DECEN,GERMANY,6,7,14.959166463338866
HEAT_LOW_T_DECEN,GERMANY,6,8,16.707492564224083
HEAT_LOW_T_DECEN,GERMANY,6,9,14.949230826304234
HEAT_LOW_T_DECEN,GERMANY,6,10,36.44821928319888
HEAT_LOW_T_DECEN,GERMANY,6,11,65.6003916789271
HEAT_LOW_T_DECEN,GERMANY,6,12,68.47369387659187
HEAT_LOW_T_DECEN,GERMANY,7,1,69.9235554181979
HEAT_LOW_T_DECEN,GERMANY,7,2,88.75756875345994
HEAT_LOW_T_DECEN,GERMANY,7,3,62.394418649207196
HEAT_LOW_T_DECEN,GERMANY,7,4,46.002446490173874
HEAT_LOW_T_DECEN,GERMANY,7,5,17.35832622102256
HEAT_LOW_T_DECEN,GERMANY,7,6,45.81866192054817
HEAT_LOW_T_DECEN,GERMANY,7,7,14.958696868553647
HEAT_LOW_T_DECEN,GERMANY,7,8,16.62783445934194
HEAT_LOW_T_DECEN,GERMANY,7,9,14.949230826304234
HEAT_LOW_T_DECEN,GERMANY,7,10,35.47452685380487
HEAT_LOW_T_DECEN,GERMANY,7,11,62.75590777176575
HEAT_LOW_T_DECEN,GERMANY,7,12,65.76413196587843
HEAT_LOW_T_DECEN,GERMANY,8,1,67.43381329799699
HEAT_LOW_T_DECEN,GERMANY,8,2,85.41486949469628
HEAT_LOW_T_DECEN,GERMANY,8,3,60.245651774105255
HEAT_LOW_T_DECEN,GERMANY,8,4,44.48960981631846
HEAT_LOW_T_DECEN,GERMANY,8,5,17.240927524717815
HEAT_LOW_T_DECEN,GERMANY,8,6,44.314796978641944
HEAT_LOW_T_DECEN,GERMANY,8,7,14.958202558253417
HEAT_LOW_T_DECEN,GERMANY,8,8,16.54605082016881
HEAT_LOW_T_DECEN,GERMANY,8,9,14.949206110789223
HEAT_LOW_T_DECEN,GERMANY,8,10,34.47458654746861
HEAT_LOW_T_DECEN,GERMANY,8,11,60.522070093994145
HEAT_LOW_T_DECEN,GERMANY,8,12,63.462771501095354
HEAT_LOW_T_DECEN,GERMANY,9,1,64.87691912350975
HEAT_LOW_T_DECEN,GERMANY,9,2,81.98198332165559
HEAT_LOW_T_DECEN,GERMANY,9,3,58.0389270163013
HEAT_LOW_T_DECEN,GERMANY,9,4,43.00064832996418
HEAT_LOW_T_DECEN,GERMANY,9,5,17.12540720755395
HEAT_LOW_T_DECEN,GERMANY,9,6,42.83463421563177
HEAT_LOW_T_DECEN,GERMANY,9,7,14.957732963468198
HEAT_LOW_T_DECEN,GERMANY,9,8,16.46552767226126
HEAT_LOW_T_DECEN,GERMANY,9,9,14.94918139527421
HEAT_LOW_T_DECEN,GERMANY,9,10,33.490414739709706
HEAT_LOW_T_DECEN,GERMANY,9,11,58.44656000538637
HEAT_LOW_T_DECEN,GERMANY,9,12,61.09932566260331
HEAT_LOW_T_DECEN,GERMANY,10,1,62.36036066952131
HEAT_LOW_T_DECEN,GERMANY,10,2,78.60327355752014
HEAT_LOW_T_DECEN,GERMANY,10,3,55.86702641914857
HEAT_LOW_T_DECEN,GERMANY,10,4,41.950486097124504
HEAT_LOW_T_DECEN,GERMANY,10,5,17.043920154560954
HEAT_LOW_T_DECEN,GERMANY,10,6,41.790675577059986
HEAT_LOW_T_DECEN,GERMANY,10,7,14.957386946258037
HEAT_LOW_T_DECEN,GERMANY,10,8,16.408756134279788
HEAT_LOW_T_DECEN,GERMANY,10,9,14.949156679759199
HEAT_LOW_T_DECEN,GERMANY,10,10,32.79625478509603
HEAT_LOW_T_DECEN,GERMANY,10,11,56.46118740002562
HEAT_LOW_T_DECEN,GERMANY,10,12,58.773175536263665
HEAT_LOW_T_DECEN,GERMANY,11,1,60.58541595896869
HEAT_LOW_T_DECEN,GERMANY,11,2,76.22022831562396
HEAT_LOW_T_DECEN,GERMANY,11,3,54.335183514249294
HEAT_LOW_T_DECEN,GERMANY,11,4,41.3495530651343
HEAT_LOW_T_DECEN,GERMANY,11,5,16.997281977734207
HEAT_LOW_T_DECEN,GERMANY,11,6,41.19330157923144
HEAT_LOW_T_DECEN,GERMANY,11,7,14.957213937652956
HEAT_LOW_T_DECEN,GERMANY,11,8,16.376255232039632
HEAT_LOW_T_DECEN,GERMANY,11,9,14.949156679759199
HEAT_LOW_T_DECEN,GERMANY,11,10,32.39907645886083
HEAT_LOW_T_DECEN,GERMANY,11,11,54.799934058526006
HEAT_LOW_T_DECEN,GERMANY,11,12,57.13251021876865
HEAT_LOW_T_DECEN,GERMANY,12,1,59.569781300600106
HEAT_LOW_T_DECEN,GERMANY,12,2,74.85664863692314
HEAT_LOW_T_DECEN,GERMANY,12,3,53.45864777436558
HEAT_LOW_T_DECEN,GERMANY,12,4,40.831614732552794
HEAT_LOW_T_DECEN,GERMANY,12,5,16.95709455032547
HEAT_LOW_T_DECEN,GERMANY,12,6,40.678427970511365
HEAT_LOW_T_DECEN,GERMANY,12,7,14.957040929047874
HEAT_LOW_T_DECEN,GERMANY,12,8,16.348252553531577
HEAT_LOW_T_DECEN,GERMANY,12,9,14.949156679759199
HEAT_LOW_T_DECEN,GERMANY,12,10,32.056717144921194
HEAT_LOW_T_DECEN,GERMANY,12,11,53.683237659275306
HEAT_LOW_T_DECEN,GERMANY,12,12,56.193740812085906
HEAT_LOW_T_DECEN,GERMANY,13,1,58.69435775889191
HEAT_LOW_T_DECEN,GERMANY,13,2,73.68132703606511
HEAT_LOW_T_DECEN,GERMANY,13,3,52.703119195978296
HEAT_LOW_T_DECEN,GERMANY,13,4,40.801758390418875
HEAT_LOW_T_DECEN,GERMANY,13,5,16.954796007429398
HEAT_LOW_T_DECEN,GERMANY,13,6,40.64874463698253
HEAT_LOW_T_DECEN,GERMANY,13,7,14.957016213532862
HEAT_LOW_T_DECEN,GERMANY,13,8,16.346646045055827
HEAT_LOW_T_DECEN,GERMANY,13,9,14.949156679759199
HEAT_LOW_T_DECEN,GERMANY,13,10,32.036994163942
HEAT_LOW_T_DECEN,GERMANY,13,11,53.159540611696116
HEAT_LOW_T_DECEN,GERMANY,13,12,55.3845548506086
HEAT_LOW_T_DECEN,GERMANY,14,1,58.6439133927534
HEAT_LOW_T_DECEN,GERMANY,14,2,73.61358180941853
HEAT_LOW_T_DECEN,GERMANY,14,3,52.65957045852799
HEAT_LOW_T_DECEN,GERMANY,14,4,41.107069147356235
HEAT_LOW_T_DECEN,GERMANY,14,5,16.97847347081044
HEAT_LOW_T_DECEN,GERMANY,14,6,40.95225116132404
HEAT_LOW_T_DECEN,GERMANY,14,7,14.957115075592911
HEAT_LOW_T_DECEN,GERMANY,14,8,16.363156009083525
HEAT_LOW_T_DECEN,GERMANY,14,9,14.949156679759199
HEAT_LOW_T_DECEN,GERMANY,14,10,32.23879634401109
HEAT_LOW_T_DECEN,GERMANY,14,11,53.1689325074005
HEAT_LOW_T_DECEN,GERMANY,14,12,55.337916673781855
HEAT_LOW_T_DECEN,GERMANY,15,1,59.159923915164
HEAT_LOW_T_DECEN,GERMANY,15,2,74.30638241070656
HEAT_LOW_T_DECEN,GERMANY,15,3,53.10491932352064
HEAT_LOW_T_DECEN,GERMANY,15,4,42.085976550417676
HEAT_LOW_T_DECEN,GERMANY,15,5,17.054424248440853
HEAT_LOW_T_DECEN,GERMANY,15,6,41.925375133872805
HEAT_LOW_T_DECEN,GERMANY,15,7,14.957436377288058
HEAT_LOW_T_DECEN,GERMANY,15,8,16.4160719267232
HEAT_LOW_T_DECEN,GERMANY,15,9,14.949156679759199
HEAT_LOW_T_DECEN,GERMANY,15,10,32.885823811497794
HEAT_LOW_T_DECEN,GERMANY,15,11,53.76855561709509
HEAT_LOW_T_DECEN,GERMANY,15,12,55.814876682474264
HEAT_LOW_T_DECEN,GERMANY,16,1,60.81442992106547
HEAT_LOW_T_DECEN,GERMANY,16,2,76.52771403788235
HEAT_LOW_T_DECEN,GERMANY,16,3,54.53283348779645
HEAT_LOW_T_DECEN,GERMANY,16,4,43.05353953208884
HEAT_LOW_T_DECEN,GERMANY,16,5,17.129509983045864
HEAT_LOW_T_DECEN,GERMANY,16,6,42.88720411606128
HEAT_LOW_T_DECEN,GERMANY,16,7,14.95775767898321
HEAT_LOW_T_DECEN,GERMANY,16,8,16.468394672002596
HEAT_LOW_T_DECEN,GERMANY,16,9,14.94918139527421
HEAT_LOW_T_DECEN,GERMANY,16,10,33.525362477936
HEAT_LOW_T_DECEN,GERMANY,16,11,55.44822201727829
HEAT_LOW_T_DECEN,GERMANY,16,12,57.344223320357365
HEAT_LOW_T_DECEN,GERMANY,17,1,62.449756687318
HEAT_LOW_T_DECEN,GERMANY,17,2,78.7232920984161
HEAT_LOW_T_DECEN,GERMANY,17,3,55.94418825701455
HEAT_LOW_T_DECEN,GERMANY,17,4,43.92377281564462
HEAT_LOW_T_DECEN,GERMANY,17,5,17.197032770057348
HEAT_LOW_T_DECEN,GERMANY,17,6,43.752296572494664
HEAT_LOW_T_DECEN,GERMANY,17,7,14.958029549648336
HEAT_LOW_T_DECEN,GERMANY,17,8,16.515453012584537
HEAT_LOW_T_DECEN,GERMANY,17,9,14.94918139527421
HEAT_LOW_T_DECEN,GERMANY,17,10,34.10056665879921
HEAT_LOW_T_DECEN,GERMANY,17,11,57.08710781769248
HEAT_LOW_T_DECEN,GERMANY,17,12,58.855799502947185
HEAT_LOW_T_DECEN,GERMANY,18,1,63.920576985653824
