ct,n,h,td,d_ref
HEAT_LOW_T_DECEN,GERMANY,18,2,80.6980123168069
HEAT_LOW_T_DECEN,GERMANY,18,3,57.213577108006454
HEAT_LOW_T_DECEN,GERMANY,18,4,44.30557809154264
HEAT_LOW_T_DECEN,GERMANY,18,5,17.226666672556167
HEAT_LOW_T_DECEN,GERMANY,18,6,44.13182802101163
HEAT_LOW_T_DECEN,GERMANY,18,7,14.958153127223392
HEAT_LOW_T_DECEN,GERMANY,18,8,16.53609046761916
HEAT_LOW_T_DECEN,GERMANY,18,9,14.949206110789223
HEAT_LOW_T_DECEN,GERMANY,18,10,34.352936782581885
HEAT_LOW_T_DECEN,GERMANY,18,11,58.30063960475833
HEAT_LOW_T_DECEN,GERMANY,18,12,60.215325837186114
HEAT_LOW_T_DECEN,GERMANY,19,1,64.5658496515747
HEAT_LOW_T_DECEN,GERMANY,19,2,81.56434054899086
HEAT_LOW_T_DECEN,GERMANY,19,3,57.770467092246115
HEAT_LOW_T_DECEN,GERMANY,19,4,43.68141247544161
HEAT_LOW_T_DECEN,GERMANY,19,5,17.17822426313358
HEAT_LOW_T_DECEN,GERMANY,19,6,43.51136973216232
HEAT_LOW_T_DECEN,GERMANY,19,7,14.957955403103302
HEAT_LOW_T_DECEN,GERMANY,19,8,16.50235378962843
HEAT_LOW_T_DECEN,GERMANY,19,9,14.94918139527421
HEAT_LOW_T_DECEN,GERMANY,19,10,33.94038540600952
HEAT_LOW_T_DECEN,GERMANY,19,11,59.08782875787538
HEAT_LOW_T_DECEN,GERMANY,19,12,60.811785360959234
HEAT_LOW_T_DECEN,GERMANY,20,1,63.510942039852814
HEAT_LOW_T_DECEN,GERMANY,20,2,80.14804267677043
HEAT_LOW_T_DECEN,GERMANY,20,3,56.860046381281606
HEAT_LOW_T_DECEN,GERMANY,20,4,40.96648729797069
HEAT_LOW_T_DECEN,GERMANY,20,5,16.967573928690356
HEAT_LOW_T_DECEN,GERMANY,20,6,40.81248492393388
HEAT_LOW_T_DECEN,GERMANY,20,7,14.957090360077897
HEAT_LOW_T_DECEN,GERMANY,20,8,16.355543630459973
HEAT_LOW_T_DECEN,GERMANY,20,9,14.949156679759199
HEAT_LOW_T_DECEN,GERMANY,20,10,32.14586600756776
HEAT_LOW_T_DECEN,GERMANY,20,11,58.512624577012176
HEAT_LOW_T_DECEN,GERMANY,20,12,59.83670886272457
HEAT_LOW_T_DECEN,GERMANY,21,1,58.922308953843206
HEAT_LOW_T_DECEN,GERMANY,21,2,73.98737925845282
HEAT_LOW_T_DECEN,GERMANY,21,3,52.899854695470026
HEAT_LOW_T_DECEN,GERMANY,21,4,36.55244461000248
HEAT_LOW_T_DECEN,GERMANY,21,5,16.62506632166065
HEAT_LOW_T_DECEN,GERMANY,21,6,36.42456653533286
HEAT_LOW_T_DECEN,GERMANY,21,7,14.95568157572224
HEAT_LOW_T_DECEN,GERMANY,21,8,16.116890617508695
HEAT_LOW_T_DECEN,GERMANY,21,9,14.949082533214165
HEAT_LOW_T_DECEN,GERMANY,21,10,29.228298322517347
HEAT_LOW_T_DECEN,GERMANY,21,11,54.59160698249386
HEAT_LOW_T_DECEN,GERMANY,21,12,55.595254616081846
HEAT_LOW_T_DECEN,GERMANY,22,1,51.461980178644566
HEAT_LOW_T_DECEN,GERMANY,22,2,63.97116964488241
HEAT_LOW_T_DECEN,GERMANY,22,3,46.461240595332804
HEAT_LOW_T_DECEN,GERMANY,22,4,31.924711579244644
HEAT_LOW_T_DECEN,GERMANY,22,5,16.265999319573222
HEAT_LOW_T_DECEN,GERMANY,22,6,31.824243010722796
HEAT_LOW_T_DECEN,GERMANY,22,7,14.954198644821549
HEAT_LOW_T_DECEN,GERMANY,22,8,15.866670743532021
HEAT_LOW_T_DECEN,GERMANY,22,9,14.94903310218414
HEAT_LOW_T_DECEN,GERMANY,22,10,26.169481469176066
HEAT_LOW_T_DECEN,GERMANY,22,11,47.88166595856012
HEAT_LOW_T_DECEN,GERMANY,22,12,48.6993540572014
HEAT_LOW_T_DECEN,GERMANY,23,1,43.64048358258253
HEAT_LOW_T_DECEN,GERMANY,23,2,53.47009105781592
HEAT_LOW_T_DECEN,GERMANY,23,3,39.71096385090025
HEAT_LOW_T_DECEN,GERMANY,23,4,29.927030647408152
HEAT_LOW_T_DECEN,GERMANY,23,5,16.11098360942094
HEAT_LOW_T_DECEN,GERMANY,23,6,29.838376095061815
HEAT_LOW_T_DECEN,GERMANY,23,7,14.953556041431249
HEAT_LOW_T_DECEN,GERMANY,23,8,15.758663942931658
HEAT_LOW_T_DECEN,GERMANY,23,9,14.94900838666913
HEAT_LOW_T_DECEN,GERMANY,23,10,24.849055079685368
HEAT_LOW_T_DECEN,GERMANY,23,11,40.849113317180944
HEAT_LOW_T_DECEN,GERMANY,23,12,41.469645752575296
HEAT_LOW_T_DECEN,GERMANY,24,1,40.264097076858164
HEAT_LOW_T_DECEN,GERMANY,24,2,48.9369690185222
HEAT_LOW_T_DECEN,GERMANY,24,3,37.088919578842635
HEAT_LOW_T_DECEN,GERMANY,24,4,30.5640730468302
HEAT_LOW_T_DECEN,GERMANY,24,5,16.160414639443992
HEAT_LOW_T_DECEN,GERMANY,24,6,30.471661736202105
HEAT_LOW_T_DECEN,GERMANY,24,7,14.953778481066353
HEAT_LOW_T_DECEN,GERMANY,24,8,15.793092655342713
HEAT_LOW_T_DECEN,GERMANY,24,9,14.94900838666913
HEAT_LOW_T_DECEN,GERMANY,24,10,25.27013330893671
HEAT_LOW_T_DECEN,GERMANY,24,11,37.63258676255114
HEAT_LOW_T_DECEN,GERMANY,24,12,38.348718810010055
HEAT_LOW_T_DHN,GERMANY,1,1,24.279519676100765
HEAT_LOW_T_DHN,GERMANY,1,2,29.58973987681112
HEAT_LOW_T_DHN,GERMANY,1,3,22.156677022387345
HEAT_LOW_T_DHN,GERMANY,1,4,18.079342033926146
HEAT_LOW_T_DHN,GERMANY,1,5,9.501052837423362
HEAT_LOW_T_DHN,GERMANY,1,6,18.024299405066195
HEAT_LOW_T_DHN,GERMANY,1,7,8.782406869008984
HEAT_LOW_T_DHN,GERMANY,1,8,9.28229032171969
HEAT_LOW_T_DHN,GERMANY,1,9,8.779576354075521
HEAT_LOW_T_DHN,GERMANY,1,10,14.926453222733858
HEAT_LOW_T_DHN,GERMANY,1,11,22.54245443462651
HEAT_LOW_T_DHN,GERMANY,1,12,23.106772019591787
HEAT_LOW_T_DHN,GERMANY,2,1,24.497556418744573
HEAT_LOW_T_DHN,GERMANY,2,2,29.88248769823715
HEAT_LOW_T_DHN,GERMANY,2,3,22.344855461348423
HEAT_LOW_T_DHN,GERMANY,2,4,19.01444255971383
HEAT_LOW_T_DHN,GERMANY,2,5,9.573601112487191
HEAT_LOW_T_DHN,GERMANY,2,6,18.953869540137735
HEAT_LOW_T_DHN,GERMANY,2,7,8.782711693694125
HEAT_LOW_T_DHN,GERMANY,2,8,9.332847673069693
HEAT_LOW_T_DHN,GERMANY,2,9,8.779590869536717
HEAT_LOW_T_DHN,GERMANY,2,10,15.544536075973728
HEAT_LOW_T_DHN,GERMANY,2,11,22.939118442763615
HEAT_LOW_T_DHN,GERMANY,2,12,23.308319198315527
HEAT_LOW_T_DHN,GERMANY,3,1,26.078014349361755
HEAT_LOW_T_DHN,GERMANY,3,2,32.004401362433946
HEAT_LOW_T_DHN,GERMANY,3,3,23.70885883459229
HEAT_LOW_T_DHN,GERMANY,3,4,22.098005528228082
HEAT_LOW_T_DHN,GERMANY,3,5,9.812873974862569
HEAT_LOW_T_DHN,GERMANY,3,6,22.01917205846585
HEAT_LOW_T_DHN,GERMANY,3,7,8.783698745055537
HEAT_LOW_T_DHN,GERMANY,3,8,9.499572260381244
HEAT_LOW_T_DHN,GERMANY,3,9,8.77963441592031
HEAT_LOW_T_DHN,GERMANY,3,10,17.582695529062423
HEAT_LOW_T_DHN,GERMANY,3,11,24.653742781226924
HEAT_LOW_T_DHN,GERMANY,3,12,24.769198759589806
HEAT_LOW_T_DHN,GERMANY,4,1,31.289660053081626
HEAT_LOW_T_DHN,GERMANY,4,2,39.00152137072089
HEAT_LOW_T_DHN,GERMANY,4,3,28.206735764860063
HEAT_LOW_T_DHN,GERMANY,4,4,27.523202697081814
HEAT_LOW_T_DHN,GERMANY,4,5,10.233822349582661
HEAT_LOW_T_DHN,GERMANY,4,6,27.41227554261247
HEAT_LOW_T_DHN,GERMANY,4,7,8.78542608493801
HEAT_LOW_T_DHN,GERMANY,4,8,9.792915215716357
HEAT_LOW_T_DHN,GERMANY,4,9,8.779706993226295
HEAT_LOW_T_DHN,GERMANY,4,10,21.168624094152104
HEAT_LOW_T_DHN,GERMANY,4,11,29.385521853227086
HEAT_LOW_T_DHN,GERMANY,4,12,29.586517444425336
HEAT_LOW_T_DHN,GERMANY,5,1,40.45901882953621
HEAT_LOW_T_DHN,GERMANY,5,2,51.31224368217714
HEAT_LOW_T_DHN,GERMANY,5,3,36.120289415835025
HEAT_LOW_T_DHN,GERMANY,5,4,28.901068335769054
HEAT_LOW_T_DHN,GERMANY,5,5,10.340728721300367
HEAT_LOW_T_DHN,GERMANY,5,6,28.781983492106857
HEAT_LOW_T_DHN,GERMANY,5,7,8.785861548773928
HEAT_LOW_T_DHN,GERMANY,5,8,9.867408562580616
HEAT_LOW_T_DHN,GERMANY,5,9,8.779721508687492
HEAT_LOW_T_DHN,GERMANY,5,10,22.07936767605082
HEAT_LOW_T_DHN,GERMANY,5,11,36.59186771921111
HEAT_LOW_T_DHN,GERMANY,5,12,38.062124268418806
HEAT_LOW_T_DHN,GERMANY,6,1,42.78780684671613
HEAT_LOW_T_DHN,GERMANY,6,2,54.43885950860241
HEAT_LOW_T_DHN,GERMANY,6,3,38.13014371958909
HEAT_LOW_T_DHN,GERMANY,6,4,27.88247487717481
HEAT_LOW_T_DHN,GERMANY,6,5,10.26169203508137
HEAT_LOW_T_DHN,GERMANY,6,6,27.769413949909474
HEAT_LOW_T_DHN,GERMANY,6,7,8.785542208627588
HEAT_LOW_T_DHN,GERMANY,6,8,9.812336902798272
HEAT_LOW_T_DHN,GERMANY,6,9,8.779706993226295
HEAT_LOW_T_DHN,GERMANY,6,10,21.406097039339027
HEAT_LOW_T_DHN,GERMANY,6,11,38.52721416063972
HEAT_LOW_T_DHN,GERMANY,6,12,40.21470910212538
HEAT_LOW_T_DHN,GERMANY,7,1,41.06621508687814
HEAT_LOW_T_DHN,GERMANY,7,2,52.12746101393679
HEAT_LOW_T_DHN,GERMANY,7,3,36.64434111143915
HEAT_LOW_T_DHN,GERMANY,7,4,27.01730984343545
HEAT_LOW_T_DHN,GERMANY,7,5,10.194572542505313
HEAT_LOW_T_DHN,GERMANY,7,6,26.909372873972735
HEAT_LOW_T_DHN,GERMANY,7,7,8.785266414864841
HEAT_LOW_T_DHN,GERMANY,7,8,9.765553571359552
HEAT_LOW_T_DHN,GERMANY,7,9,8.779706993226295
HEAT_LOW_T_DHN,GERMANY,7,10,20.834245930012383
HEAT_LOW_T_DHN,GERMANY,7,11,36.85664424691004
HEAT_LOW_T_DHN,GERMANY,7,12,38.62337909107146
HEAT_LOW_T_DHN,GERMANY,8,1,39.603985587712515
HEAT_LOW_T_DHN,GERMANY,8,2,50.164288433393054
HEAT_LOW_T_DHN,GERMANY,8,3,35.38236691495071
HEAT_LOW_T_DHN,GERMANY,8,4,26.12881846355211
HEAT_LOW_T_DHN,GERMANY,8,5,10.1256241018184
HEAT_LOW_T_DHN,GERMANY,8,6,26.026150606503997
HEAT_LOW_T_DHN,GERMANY,8,7,8.784976105640895
HEAT_LOW_T_DHN,GERMANY,8,8,9.71752191025787
HEAT_LOW_T_DHN,GERMANY,8,9,8.7796924777651
HEAT_LOW_T_DHN,GERMANY,8,10,20.24697940089426
HEAT_LOW_T_DHN,GERMANY,8,11,35.54470783298069
HEAT_LOW_T_DHN,GERMANY,8,12,37.27178643715124
HEAT_LOW_T_DHN,GERMANY,9,1,38.10231758047398
HEAT_LOW_T_DHN,GERMANY,9,2,48.14814893494058
HEAT_LOW_T_DHN,GERMANY,9,3,34.08635396195473
HEAT_LOW_T_DHN,GERMANY,9,4,25.254349019185312
HEAT_LOW_T_DHN,GERMANY,9,5,10.057778836182479
HEAT_LOW_T_DHN,GERMANY,9,6,25.15684866632342
HEAT_LOW_T_DHN,GERMANY,9,7,8.784700311878149
HEAT_LOW_T_DHN,GERMANY,9,8,9.670230537677249
HEAT_LOW_T_DHN,GERMANY,9,9,8.7796779623039
HEAT_LOW_T_DHN,GERMANY,9,10,19.668973736019986
HEAT_LOW_T_DHN,GERMANY,9,11,34.325757463480876
HEAT_LOW_T_DHN,GERMANY,9,12,35.88373094470354
HEAT_LOW_T_DHN,GERMANY,10,1,36.624338805909346
HEAT_LOW_T_DHN,GERMANY,10,2,46.16382732743246
HEAT_LOW_T_DHN,GERMANY,10,3,32.810793293785665
HEAT_LOW_T_DHN,GERMANY,10,4,24.637587072914393
HEAT_LOW_T_DHN,GERMANY,10,5,10.009921360615163
HEAT_LOW_T_DHN,GERMANY,10,6,24.543730100813008
HEAT_LOW_T_DHN,GERMANY,10,7,8.784497095421386
HEAT_LOW_T_DHN,GERMANY,10,8,9.636888523307178
HEAT_LOW_T_DHN,GERMANY,10,9,8.779663446842704
HEAT_LOW_T_DHN,GERMANY,10,10,19.261292492834176
HEAT_LOW_T_DHN,GERMANY,10,11,33.15974498096743
HEAT_LOW_T_DHN,GERMANY,10,12,34.517579283202465
HEAT_LOW_T_DHN,GERMANY,11,1,35.58191096002923
HEAT_LOW_T_DHN,GERMANY,11,2,44.76426107425534
HEAT_LOW_T_DHN,GERMANY,11,3,31.911139524241648
HEAT_LOW_T_DHN,GERMANY,11,4,24.28465814936459
HEAT_LOW_T_DHN,GERMANY,11,5,9.982530685335963
HEAT_LOW_T_DHN,GERMANY,11,6,24.192891403675606
HEAT_LOW_T_DHN,GERMANY,11,7,8.784395487193006
HEAT_LOW_T_DHN,GERMANY,11,8,9.6178006918328
HEAT_LOW_T_DHN,GERMANY,11,9,8.779663446842704
HEAT_LOW_T_DHN,GERMANY,11,10,19.028029031394457
HEAT_LOW_T_DHN,GERMANY,11,11,32.184088256594634
HEAT_LOW_T_DHN,GERMANY,11,12,33.55401393800698
HEAT_LOW_T_DHN,GERMANY,12,1,34.985427113050854
HEAT_LOW_T_DHN,GERMANY,12,2,43.96342856454216
HEAT_LOW_T_DHN,GERMANY,12,3,31.39634869288137
HEAT_LOW_T_DHN,GERMANY,12,4,23.980472144515133
HEAT_LOW_T_DHN,GERMANY,12,5,9.958928545429243
HEAT_LOW_T_DHN,GERMANY,12,6,23.89050531601461
HEAT_LOW_T_DHN,GERMANY,12,7,8.784293878964625
HEAT_LOW_T_DHN,GERMANY,12,8,9.601354674296323
HEAT_LOW_T_DHN,GERMANY,12,9,8.779663446842704
HEAT_LOW_T_DHN,GERMANY,12,10,18.826960862890225
HEAT_LOW_T_DHN,GERMANY,12,11,31.528250688780734
HEAT_LOW_T_DHN,GERMANY,12,12,33.002673175352044
HEAT_LOW_T_DHN,GERMANY,13,1,34.47128947744446
HEAT_LOW_T_DHN,GERMANY,13,2,43.2731603227684
HEAT_LOW_T_DHN,GERMANY,13,3,30.952625559542806
HEAT_LOW_T_DHN,GERMANY,13,4,23.962937467388862
HEAT_LOW_T_DHN,GERMANY,13,5,9.9575786075379
HEAT_LOW_T_DHN,GERMANY,13,6,23.873072247116724
HEAT_LOW_T_DHN,GERMANY,13,7,8.784279363503428
HEAT_LOW_T_DHN,GERMANY,13,8,9.600411169318502
HEAT_LOW_T_DHN,GERMANY,13,9,8.779663446842704
HEAT_LOW_T_DHN,GERMANY,13,10,18.815377524854824
HEAT_LOW_T_DHN,GERMANY,13,11,31.22068258147232
HEAT_LOW_T_DHN,GERMANY,13,12,32.52743697575426
HEAT_LOW_T_DHN,GERMANY,14,1,34.44166342114088
HEAT_LOW_T_DHN,GERMANY,14,2,43.23337344362675
HEAT_LOW_T_DHN,GERMANY,14,3,30.927049316913262
HEAT_LOW_T_DHN,GERMANY,14,4,24.142246959558424
HEAT_LOW_T_DHN,GERMANY,14,5,9.97148441936486
HEAT_LOW_T_DHN,GERMANY,14,6,24.051322110618884
HEAT_LOW_T_DHN,GERMANY,14,7,8.784337425348218
HEAT_LOW_T_DHN,GERMANY,14,8,9.61010749739826
HEAT_LOW_T_DHN,GERMANY,14,9,8.779663446842704
HEAT_LOW_T_DHN,GERMANY,14,10,18.933896265530326
HEAT_LOW_T_DHN,GERMANY,14,11,31.226198456727275
HEAT_LOW_T_DHN,GERMANY,14,12,32.500046300475056
HEAT_LOW_T_DHN,GERMANY,15,1,34.74471722001695
HEAT_LOW_T_DHN,GERMANY,15,2,43.64025633644671
HEAT_LOW_T_DHN,GERMANY,15,3,31.188603412226406
HEAT_LOW_T_DHN,GERMANY,15,4,24.71716083119768
HEAT_LOW_T_DHN,GERMANY,15,5,10.016090431623994
HEAT_LOW_T_DHN,GERMANY,15,6,24.622839364337995
HEAT_LOW_T_DHN,GERMANY,15,7,8.784526126343781
HEAT_LOW_T_DHN,GERMANY,15,8,9.641185099821561
HEAT_LOW_T_DHN,GERMANY,15,9,8.779663446842704
HEAT_LOW_T_DHN,GERMANY,15,10,19.31389652421299
HEAT_LOW_T_DHN,GERMANY,15,11,31.578358060833622
HEAT_LOW_T_DHN,GERMANY,15,12,32.780165670659485
HEAT_LOW_T_DHN,GERMANY,16,1,35.71641122348289
HEAT_LOW_T_DHN,GERMANY,16,2,44.944847927010265
HEAT_LOW_T_DHN,GERMANY,16,3,32.027219667436015
HEAT_LOW_T_DHN,GERMANY,16,4,25.28541210614741
HEAT_LOW_T_DHN,GERMANY,16,5,10.060188402741222
HEAT_LOW_T_DHN,GERMANY,16,6,25.187723052289957
HEAT_LOW_T_DHN,GERMANY,16,7,8.784714827339346
HEAT_LOW_T_DHN,GERMANY,16,8,9.671914331176128
HEAT_LOW_T_DHN,GERMANY,16,9,8.7796779623039
HEAT_LOW_T_DHN,GERMANY,16,10,19.689498598152888
HEAT_LOW_T_DHN,GERMANY,16,11,32.564828803798356
HEAT_LOW_T_DHN,GERMANY,16,12,33.67835337862258
HEAT_LOW_T_DHN,GERMANY,17,1,36.676841229059775
HEAT_LOW_T_DHN,GERMANY,17,2,46.23431440700628
HEAT_LOW_T_DHN,GERMANY,17,3,32.85611056364346
HEAT_LOW_T_DHN,GERMANY,17,4,25.796501494902394
HEAT_LOW_T_DHN,GERMANY,17,5,10.099844642732094
HEAT_LOW_T_DHN,GERMANY,17,6,25.695793225115914
HEAT_LOW_T_DHN,GERMANY,17,7,8.784874497412515
HEAT_LOW_T_DHN,GERMANY,17,8,9.699551769295681
HEAT_LOW_T_DHN,GERMANY,17,9,8.7796779623039
HEAT_LOW_T_DHN,GERMANY,17,10,20.027316926596363
HEAT_LOW_T_DHN,GERMANY,17,11,33.527349035787644
HEAT_LOW_T_DHN,GERMANY,17,12,34.56610446998486
HEAT_LOW_T_DHN,GERMANY,18,1,37.5406563249078
HEAT_LOW_T_DHN,GERMANY,18,2,47.39407072574373
HEAT_LOW_T_DHN,GERMANY,18,3,33.601624650733946
HEAT_LOW_T_DHN,GERMANY,18,4,26.020736339477423
HEAT_LOW_T_DHN,GERMANY,18,5,10.11724868070759
HEAT_LOW_T_DHN,GERMANY,18,6,25.918692647260798
HEAT_LOW_T_DHN,GERMANY,18,7,8.7849470747185
HEAT_LOW_T_DHN,GERMANY,18,8,9.71167217939538
HEAT_LOW_T_DHN,GERMANY,18,9,8.7796924777651
HEAT_LOW_T_DHN,GERMANY,18,10,20.175534300881424
HEAT_LOW_T_DHN,GERMANY,18,11,34.24005818057235
HEAT_LOW_T_DHN,GERMANY,18,12,35.36455644406169
HEAT_LOW_T_DHN,GERMANY,19,1,37.91962598584546
HEAT_LOW_T_DHN,GERMANY,19,2,47.902866671629546
HEAT_LOW_T_DHN,GERMANY,19,3,33.92868702243026
HEAT_LOW_T_DHN,GERMANY,19,4,25.654162882402215
HEAT_LOW_T_DHN,GERMANY,19,5,10.088798376760991
HEAT_LOW_T_DHN,GERMANY,19,6,25.554296509365173
HEAT_LOW_T_DHN,GERMANY,19,7,8.784830951028923
HEAT_LOW_T_DHN,GERMANY,19,8,9.691858574861142
HEAT_LOW_T_DHN,GERMANY,19,9,8.7796779623039
HEAT_LOW_T_DHN,GERMANY,19,10,19.933242222577018
HEAT_LOW_T_DHN,GERMANY,19,11,34.70237561970459
HEAT_LOW_T_DHN,GERMANY,19,12,35.71485806913479
HEAT_LOW_T_DHN,GERMANY,20,1,37.30007707102467
HEAT_LOW_T_DHN,GERMANY,20,2,47.071072683182635
HEAT_LOW_T_DHN,GERMANY,20,3,33.39399549376856
HEAT_LOW_T_DHN,GERMANY,20,4,24.059683016268497
HEAT_LOW_T_DHN,GERMANY,20,5,9.965083100976877
HEAT_LOW_T_DHN,GERMANY,20,6,23.969237177548468
HEAT_LOW_T_DHN,GERMANY,20,7,8.784322909887019
HEAT_LOW_T_DHN,GERMANY,20,8,9.605636735349508
HEAT_LOW_T_DHN,GERMANY,20,9,8.779663446842704
HEAT_LOW_T_DHN,GERMANY,20,10,18.879318131428683
HEAT_LOW_T_DHN,GERMANY,20,11,34.36455729126112
HEAT_LOW_T_DHN,GERMANY,20,12,35.1421940939811
HEAT_LOW_T_DHN,GERMANY,21,1,34.605165576066646
HEAT_LOW_T_DHN,GERMANY,21,2,43.452905278773876
HEAT_LOW_T_DHN,GERMANY,21,3,31.068168630672872
HEAT_LOW_T_DHN,GERMANY,21,4,21.46730873920781
HEAT_LOW_T_DHN,GERMANY,21,5,9.763927839705461
HEAT_LOW_T_DHN,GERMANY,21,6,21.392205742973267
HEAT_LOW_T_DHN,GERMANY,21,7,8.783495528598776
HEAT_LOW_T_DHN,GERMANY,21,8,9.465475442028916
HEAT_LOW_T_DHN,GERMANY,21,9,8.779619900459112
HEAT_LOW_T_DHN,GERMANY,21,10,17.165825998938757
HEAT_LOW_T_DHN,GERMANY,21,11,32.061737434163064
HEAT_LOW_T_DHN,GERMANY,21,12,32.65118128246077
HEAT_LOW_T_DHN,GERMANY,22,1,30.223702644600777
HEAT_LOW_T_DHN,GERMANY,22,2,37.57036947397856
HEAT_LOW_T_DHN,GERMANY,22,3,27.2867603496399
HEAT_LOW_T_DHN,GERMANY,22,4,18.74943378463574
HEAT_LOW_T_DHN,GERMANY,22,5,9.553047219431893
HEAT_LOW_T_DHN,GERMANY,22,6,18.69042843486894
HEAT_LOW_T_DHN,GERMANY,22,7,8.78262460092694
HEAT_LOW_T_DHN,GERMANY,22,8,9.318520912868012
HEAT_LOW_T_DHN,GERMANY,22,9,8.779590869536717
HEAT_LOW_T_DHN,GERMANY,22,10,15.369378005706578
HEAT_LOW_T_DHN,GERMANY,22,11,28.120978420106738
HEAT_LOW_T_DHN,GERMANY,22,12,28.601207938356374
HEAT_LOW_T_DHN,GERMANY,23,1,25.63012527865958
HEAT_LOW_T_DHN,GERMANY,23,2,31.4030693514157
HEAT_LOW_T_DHN,GERMANY,23,3,23.32231210290967
HEAT_LOW_T_DHN,GERMANY,23,4,17.576192602446056
HEAT_LOW_T_DHN,GERMANY,23,5,9.462006246802776
HEAT_LOW_T_DHN,GERMANY,23,6,17.524125643131544
HEAT_LOW_T_DHN,GERMANY,23,7,8.782247198935814
HEAT_LOW_T_DHN,GERMANY,23,8,9.255088347436054
HEAT_LOW_T_DHN,GERMANY,23,9,8.779576354075521
HEAT_LOW_T_DHN,GERMANY,23,10,14.593889491243788
HEAT_LOW_T_DHN,GERMANY,23,11,23.990749091042776
HEAT_LOW_T_DHN,GERMANY,23,12,24.355188775322
HEAT_LOW_T_DHN,GERMANY,24,1,23.647168124504002
HEAT_LOW_T_DHN,GERMANY,24,2,28.740759582306687
HEAT_LOW_T_DHN,GERMANY,24,3,21.782381339955197
HEAT_LOW_T_DHN,GERMANY,24,4,17.950328614805034
HEAT_LOW_T_DHN,GERMANY,24,5,9.491037169197265
HEAT_LOW_T_DHN,GERMANY,24,6,17.89605530538854
HEAT_LOW_T_DHN,GERMANY,24,7,8.782377838086587
HEAT_LOW_T_DHN,GERMANY,24,8,9.275308384883816
HEAT_LOW_T_DHN,GERMANY,24,9,8.779576354075521
HEAT_LOW_T_DHN,GERMANY,24,10,14.841189403661243
HEAT_LOW_T_DHN,GERMANY,24,11,22.101677939910985
HEAT_LOW_T_DHN,GERMANY,24,12,22.52226342810114
